"name"	"id"	"disease"
"PAK3"	5063	"shared"
"PAK5"	57144	"shared"
"PALLD"	23022	"shared"
"PAM"	5066	"shared"
"PAN2"	9924	"pso"
"PAPD7"	11044	"ms"
"PAPOLG"	64895	"shared"
"PAPPA2"	60676	"ssc"
"PARD3"	56288	"shared"
"PARD3B"	117583	"pso"
"PARK2"	5071	"ra"
"PARK7"	11315	"shared"
"PARM1"	25849	"t1d"
"PARN"	5073	"pso"
"PARP1"	142	"pso"
"PARP10"	84875	"ms"
"PARP11"	57097	"shared"
"PARP12"	64761	"vit"
"PARP1P1"	144	"crd"
"PARP4"	143	"ulc"
"PASK"	23178	"shared"
"PBK"	55872	"crd"
"PBRM1"	55193	"ulc"
"PBX1"	5087	"shared"
"PBX2"	5089	"shared"
"PBX3"	5090	"shared"
"PC"	5091	"ms"
"PCAT29"	104472713	"ms"
"PCAT4"	118425	"as"
"PCBP1-AS1"	400960	"ms"
"PCCA"	5095	"ulc"
"PCCB"	5096	"sle"
"PCDH15"	65217	"ms"
"PCDH9"	5101	"shared"
"PCDHGA1"	56114	"shared"
"PCDHGA9"	56107	"ms"
"PCID2"	55795	"ulc"
"PCMTD1"	115294	"shared"
"PCNT"	5116	"pso"
"PCNX1"	22990	"identical"
"PCNX3"	399909	"pso"
"PCP4L1"	654790	"shared"
"PCSK5"	5125	"shared"
"PDCD1"	5133	"crd"
"PDCD11"	22984	"sle"
"PDCD5"	9141	"ee"
"PDCL3P4"	285359	"shared"
"PDE12"	201626	"pso"
"PDE2A"	5138	"ra"
"PDE4A"	5141	"pso"
"PDE4B"	5142	"shared"
"PDE4C"	5143	"ms"
"PDE6D"	5147	"vit"
"PDE7B"	27115	"pso"
"PDE8A"	5151	"pa"
"PDE8B"	8622	"shared"
"PDE9A"	5152	"sle"
"PDGFC"	56034	"shared"
"PDHB"	5162	"shared"
"PDHX"	8050	"pso"
"PDLIM4"	8572	"shared"
"PDS5B"	23047	"ced"
"PDXDC1"	23042	"sle"
"PDXDC2P"	109731405	"sjs"
"PDZD2"	23037	"shared"
"PDZD4"	57595	"shared"
"PEBP1"	5037	"sle"
"PEBP1P3"	100129570	"crd"
"PEBP4"	157310	"pso"
"PELI1"	57162	"ra"
"PEMT"	10400	"pso"
"PEX11G"	92960	"shared"
"PEX14"	5195	"ulc"
"PEX7"	5191	"ced"
"PFKFB3"	5209	"sle"
"PFKFB4"	5210	"pso"
"PFKM"	5213	"ra"
"PGAM5"	192111	"pso"
"PGAP3"	93210	"shared"
"PGBD2"	267002	"sle"
"PGD"	5226	"ms"
"PGLYRP4"	57115	"pso"
"PGM1"	5236	"shared"
"PGM2"	55276	"shared"
"PGPEP1"	54858	"pso"
"PGS1"	9489	"shared"
"PHACTR1"	221692	"shared"
"PHACTR2"	9749	"ra"
"PHACTR3"	116154	"ra"
"PHBP9"	100289414	"pso"
"PHC1"	1911	"sjs"
"PHC2"	1912	"identical"
"PHC3"	80012	"shared"
"PHF1"	5252	"pso"
"PHF19"	26147	"shared"
"PHF20"	51230	"ulc"
"PHF20L1"	51105	"vit"
"PHF21A"	51317	"shared"
"PHF21B"	112885	"crd"
"PHF24"	23349	"ra"
"PHF3"	23469	"shared"
"PHGDH"	26227	"ms"
"PHIP"	55023	"shared"
"PHKG2"	5261	"sle"
"PHLDB1"	23187	"shared"
"PHLPP1"	23239	"shared"
"PHLPP2"	23035	"crd"
"PHRF1"	57661	"shared"
"PHTF1"	10745	"alo"
"PHYHD1"	254295	"pso"
"PI4K2A"	55361	"shared"
"PI4KA"	5297	"t1d"
"PI4KAP2"	375133	"sle"
"PIANP"	196500	"ms"
"PIAS1"	8554	"crd"
"PID1"	55022	"alo"
"PIDD1"	55367	"sle"
"PIEZO1"	9780	"pso"
"PIGT"	51604	"sle"
"PIGU"	128869	"ulc"
"PIGW"	284098	"ms"
"PIGX"	54965	"vit"
"PIK3C2A"	5286	"crd"
"PIK3C2B"	5287	"identical"
"PIK3CB"	5291	"ms"
"PIK3CG"	5294	"ssc"
"PIK3IP1-AS1"	101929760	"shared"
"PIK3R4"	30849	"ulc"
"PIM3"	415116	"ulc"
"PIN4"	5303	"pso"
"PIP4K2A"	5305	"sle"
"PIP4K2C"	79837	"ra"
"PIP5K1B"	8395	"shared"
"PITPNM2"	57605	"ms"
"PIWIL4"	143689	"pso"
"PKD1L1"	168507	"alo"
"PKHD1L1"	93035	"identical"
"PKIA"	5569	"shared"
"PKIA-AS1"	101927003	"ra"
"PKLR"	5313	"crd"
"PKN1"	5585	"pso"
"PKN2"	5586	"pso"
"PKNOX2"	63876	"ms"
"PKP2"	5318	"pso"
"PLA2G4A"	5321	"crd"
"PLA2R1"	22925	"crd"
"PLAU"	5328	"shared"
"PLCB3"	5331	"shared"
"PLCL1"	5334	"shared"
"PLCL2"	23228	"shared"
"PLCXD2"	257068	"pso"
"PLCXD3"	345557	"shared"
"PLD4"	122618	"shared"
"PLEC"	5339	"ms"
"PLEK"	5341	"shared"
"PLEKHA5"	54477	"shared"
"PLEKHA6"	22874	"shared"
"PLEKHA7"	144100	"t1d"
"PLEKHA8"	84725	"crd"
"PLEKHG1"	57480	"sle"
"PLEKHG4B"	153478	"pso"
"PLEKHG5"	57449	"ms"
"PLEKHH2"	130271	"crd"
"PLEKHM1"	9842	"shared"
"PLEKHM3"	389072	"ssc"
"PLEKHS1"	79949	"vit"
"PLIN4"	729359	"ms"
"PLOD1"	5351	"ms"
"PLPP4"	196051	"identical"
"PLPPR1"	54886	"shared"
"PLXDC2"	84898	"pso"
"PLXNA3"	55558	"shared"
"PLXNB3"	5365	"shared"
"PLXNC1"	10154	"ms"
"PMM1"	5372	"shared"
"PMM2"	5373	"ra"
"PMPCA"	23203	"shared"
"PMS2P3"	5387	"sle"
"PNKD"	25953	"shared"
"PNMT"	5409	"shared"
"PNPLA1"	285848	"grd"
"PNPLA7"	375775	"vit"
"POC5"	134359	"grd"
"PODN"	127435	"sle"
"PODNL1"	79883	"pso"
"PODXL"	5420	"identical"
"POGLUT1"	56983	"shared"
"POGZ"	23126	"ulc"
"POLA2"	23649	"ulc"
"POLD3"	10714	"ssc"
"POLI"	11201	"pso"
"POLK"	51426	"shared"
"POLR1A"	25885	"pso"
"POLR2C"	5432	"shared"
"POLR2E"	5434	"crd"
"POLR3D"	661	"sle"
"POLR3H"	171568	"shared"
"POLRMT"	5442	"pso"
"POM121C"	100101267	"sle"
"POP7"	10248	"identical"
"POT1-AS1"	401398	"as"
"POU2AF1"	5450	"shared"
"POU2F2"	5452	"shared"
"POU2F3"	25833	"pso"
"POU5F1"	5460	"shared"
"POU6F2"	11281	"identical"
"PPA2"	27068	"shared"
"PPCDC"	60490	"ssc"
"PPFIA2"	8499	"sle"
"PPFIA3"	8541	"ms"
"PPFIA4"	8497	"ulc"
"PPFIBP1"	8496	"shared"
"PPFIBP2"	8495	"sjs"
"PPHLN1"	51535	"grd"
"PPIF"	10105	"ced"
"PPIL1"	51645	"alo"
"PPIL2"	23759	"shared"
"PPIL3"	53938	"ra"
"PPIL6"	285755	"identical"
"PPIP5K1"	9677	"pso"
"PPIP5K2"	23262	"shared"
"PPM1E"	22843	"ra"
"PPM1F"	9647	"ms"
"PPM1G"	5496	"crd"
"PPM1L"	151742	"pso"
"PPP1R11"	6992	"shared"
"PPP1R14B"	26472	"shared"
"PPP1R18"	170954	"shared"
"PPP1R1B"	84152	"shared"
"PPP1R27"	116729	"sle"
"PPP1R3B"	79660	"shared"
"PPP2CA"	5515	"sle"
"PPP2R3C"	55012	"pso"
"PPP2R5C"	5527	"vit"
"PPP3CA"	5530	"shared"
"PPP3CB"	5532	"pso"
"PPP4R2"	151987	"ulc"
"PPP5C"	5536	"crd"
"PPP6R1"	22870	"sle"
"PPP6R2"	9701	"crd"
"PPP6R3"	55291	"crd"
"PPT2"	9374	"pso"
"PPTC7"	160760	"sle"
"PRAG1"	157285	"shared"
"PRB2"	653247	"ms"
"PRDM16"	63976	"shared"
"PRDX5"	25824	"ms"
"PRDX6"	9588	"ms"
"PRG2"	5553	"crd"
"PRH1"	5554	"ulc"
"PRICKLE1"	144165	"pbc"
"PRICKLE2"	166336	"alo"
"PRIM2"	5558	"sle"
"PRIMPOL"	201973	"sle"
"PRKAA2"	5563	"shared"
"PRKAG2"	51422	"ra"
"PRKCB"	5579	"shared"
"PRKCE"	5581	"shared"
"PRKCG"	5582	"sjs"
"PRKCI"	5584	"shared"
"PRKCQ"	5588	"ra"
"PRKD1"	5587	"ulc"
"PRKD2"	25865	"t1d"
"PRKG1"	5592	"shared"
"PRKG1-AS1"	100506939	"identical"
"PRKG2"	5593	"sle"
"PRKRIP1"	79706	"pso"
"PRLR"	5618	"ee"
"PRMT2"	3275	"shared"
"PRMT6"	55170	"ms"
"PRMT7"	54496	"ulc"
"PRNT"	149830	"sle"
"PROB1"	389333	"pso"
"PROCR"	10544	"ulc"
"PROX2"	283571	"shared"
"PRPF18"	8559	"sle"
"PRPF39"	55015	"shared"
"PRPH2"	5961	"identical"
"PRR12"	57479	"vit"
"PRR14L"	253143	"grd"
"PRR3"	80742	"pso"
"PRR4"	11272	"sle"
"PRR5L"	79899	"shared"
"PRRC2A"	7916	"shared"
"PRRC2B"	84726	"shared"
"PRRG2"	5639	"vit"
"PRRT1"	80863	"shared"
"PRRT2"	112476	"ms"
"PRSS16"	10279	"shared"
"PRSS36"	146547	"shared"
"PRSS53"	339105	"shared"
"PRSS54"	221191	"sle"
"PRUNE2"	158471	"shared"
"PSD3"	23362	"shared"
"PSKH1"	5681	"shared"
"PSMA1"	5682	"sle"
"PSMA5"	5686	"identical"
"PSMA6"	5687	"pso"
"PSMB10"	5699	"pso"
"PSMB7"	5695	"vit"
"PSMB9"	5698	"shared"
"PSMC3"	5702	"ms"
"PSMD3"	5709	"shared"
"PSMD4"	5710	"sle"
"PSMD5"	5711	"ra"
"PSMD5-AS1"	253039	"ra"
"PSORS1C1"	170679	"shared"
"PSORS1C2"	170680	"shared"
"PSORS1C3"	100130889	"shared"
"PTBP2"	58155	"ulc"
"PTBP3"	9991	"identical"
"PTCD1"	26024	"ssc"
"PTCHD3P3"	100533665	"as"
"PTCSC2"	101928337	"alo"
"PTDSS2"	81490	"sle"
"PTEN"	5728	"t1d"
"PTER"	9317	"ms"
"PTGER3"	5733	"ulc"
"PTGER4"	5734	"shared"
"PTGIR"	5739	"ulc"
"PTH2R"	5746	"sle"
"PTK2B"	2185	"crd"
"PTP4A1"	7803	"pso"
"PTPN1"	5770	"vit"
"PTPN13"	5783	"shared"
"PTPN18"	26469	"ulc"
"PTPN2"	5771	"shared"
"PTPN22"	26191	"grd"
"PTPN23"	25930	"ra"
"PTPN6"	5777	"pso"
"PTPRA"	5786	"pso"
"PTPRD"	5789	"identical"
"PTPRF"	5792	"sle"
"PTPRG"	5793	"shared"
"PTPRJ"	5795	"ms"
"PTPRK"	5796	"t1d"
"PTPRN2"	5799	"ms"
"PTPRQ"	374462	"shared"
"PTPRR"	5801	"sle"
"PTPRS"	5802	"pso"
"PTPRT"	11122	"grd"
"PTRF"	284119	"shared"
"PTRHD1"	391356	"identical"
"PTTG1"	9232	"sle"
"PTTG1IP"	754	"vit"
"PUM2"	23369	"shared"
"PUS10"	150962	"shared"
"PUSL1"	126789	"shared"
"PVALB"	5816	"shared"
"PVR"	5817	"ms"
"PVRL3-AS1"	100506555	"pso"
"PVT1"	5820	"shared"
"PWRN1"	791114	"sle"
"PXDNL"	137902	"pso"
"PXK"	54899	"shared"
"PXMP2"	5827	"ms"
"PXT1"	222659	"ms"
"PYCR2"	29920	"pso"
"PYDC1"	260434	"shared"
"PYGO2"	90780	"pso"
"PZP"	5858	"sjs"
"QKI"	9444	"pso"
"QPRT"	23475	"pso"
"QRICH1"	54870	"shared"
"QRICH2"	84074	"ms"
"R3HDM2"	22864	"t1d"
"RAB11FIP4"	84440	"shared"
"RAB11FIP5"	26056	"sle"
"RAB14"	51552	"shared"
"RAB1A"	5861	"pbc"
"RAB23"	51715	"crd"
"RAB24"	53917	"ms"
"RAB27A"	5873	"shared"
"RAB27B"	5874	"shared"
"RAB2A"	5862	"ssc"
"RAB30"	27314	"ulc"
"RAB3GAP2"	25782	"t1d"
"RAB5B"	5869	"shared"
"RAB5C"	5878	"shared"
"RAB6A"	5870	"pso"
"RAB8B"	51762	"pso"
"RABEP1"	9135	"ra"
"RABEP2"	79874	"shared"
"RABGEF1"	27342	"shared"
"RAC2"	5880	"shared"
"RAD21"	5885	"vit"
"RAD21L1"	642636	"ms"
"RAD51B"	5890	"shared"
"RAD51D"	5892	"ssc"
"RAD52"	5893	"shared"
"RAET1L"	154064	"alo"
"RALGAPB"	57148	"ulc"
"RALGDS"	5900	"sle"
"RALGPS1"	9649	"crd"
"RALY"	22913	"pso"
"RALYL"	138046	"pso"
"RANBP3"	8498	"shared"
"RANGAP1"	5905	"shared"
"RANP1"	221547	"shared"
"RAP1A"	5906	"shared"
"RAP1GAP"	5909	"ms"
"RAP1GDS1"	5910	"pso"
"RAPGEF1"	2889	"ssc"
"RAPGEF2"	9693	"shared"
"RAPGEF5"	9771	"shared"
"RAPGEF6"	51735	"shared"
"RAPSN"	5913	"ms"
"RASA1"	5921	"ms"
"RASGEF1A"	221002	"ms"
"RASGEF1B"	153020	"as"
"RASGRF2"	5924	"ms"
"RASGRP1"	10125	"shared"
"RASIP1"	54922	"shared"
"RASSF5"	83593	"shared"
"RASSF6"	166824	"sle"
"RASSF8-AS1"	100506451	"as"
"RAVER1"	125950	"pso"
"RB1CC1"	9821	"ms"
"RBFOX1"	54715	"ms"
"RBFOX2"	23543	"ra"
"RBKS"	64080	"shared"
"RBM15B"	29890	"shared"
"RBM17"	84991	"shared"
"RBM33"	155435	"shared"
"RBM6"	10180	"shared"
"RBMS1"	5937	"pso"
"RBP1"	5947	"ulc"
"RBPJ"	3516	"shared"
"RC3H1"	149041	"ulc"
"RC3H2"	54542	"pso"
"RCAN1"	1827	"ra"
"RCAN2"	10231	"sle"
"RCC1L"	81554	"sle"
"RCOR3"	55758	"sle"
"RDX"	5962	"crd"
"REEP3"	221035	"shared"
"REL"	5966	"shared"
"RELN"	5649	"crd"
"REPS1"	85021	"crd"
"RERE"	473	"vit"
"REST"	5978	"pbc"
"REV1"	51455	"pso"
"RFFL"	117584	"t1d"
"RFLNA"	144347	"shared"
"RFT1"	91869	"shared"
"RFTN2"	130132	"shared"
"RFWD2"	64326	"shared"
"RFX3-AS1"	101929302	"vit"
"RFX8"	731220	"ms"
"RGCC"	28984	"ms"
"RGL1"	23179	"ulc"
"RGPD8"	727851	"ms"
"RGS1"	5996	"shared"
"RGS12"	6002	"sjs"
"RGS14"	10636	"shared"
"RGS17"	26575	"shared"
"RGS3"	5998	"shared"
"RGS6"	9628	"pso"
"RGS7"	6000	"ms"
"RHEB"	6009	"ssc"
"RHOA"	387	"shared"
"RHOA-IT1"	106480739	"shared"
"RIC8B"	55188	"shared"
"RIF1"	55183	"crd"
"RILPL2"	196383	"shared"
"RIMBP3"	85376	"shared"
"RIMS2"	9699	"pso"
"RIMS4"	140730	"pbc"
"RIPK2"	8767	"crd"
"RIT1"	6016	"shared"
"RIT2"	6014	"sle"
"RLBP1"	6017	"sle"
"RMI2"	116028	"shared"
"RMST"	196475	"shared"
"RN7SKP127"	106480466	"ms"
"RN7SL130P"	106479269	"t1d"
"RNASEH2C"	84153	"shared"
"RNASET2"	8635	"shared"
"RND3"	390	"ra"
"RNF111"	54778	"ra"
"RNF114"	55905	"ms"
"RNF123"	63891	"shared"
"RNF13"	11342	"ced"
"RNF150"	57484	"crd"
"RNF157"	114804	"pso"
"RNF166"	115992	"vit"
"RNF170"	81790	"ulc"
"RNF183"	138065	"pso"
"RNF213"	57674	"shared"
"RNF214"	257160	"crd"
"RNF215"	200312	"ra"
"RNF216"	54476	"pso"
"RNF217"	154214	"pso"
"RNF38"	152006	"shared"
"RNF39"	80352	"shared"
"RNF40"	9810	"sle"
"RNF41"	10193	"sle"
"RNF5"	6048	"shared"
"RNF5P1"	286140	"pso"
"RNFT1"	51136	"shared"
"RNH1"	6050	"shared"
"RNU6-8"	101954278	"ulc"
"RNU6-850P"	106481919	"pso"
"ROBO1"	6091	"pbc"
"ROBO2"	6092	"shared"
"RORA"	6095	"sle"
"RORA-AS1"	101928784	"t1d"
"RORC"	6097	"pso"
"RP1L1"	94137	"sle"
"RP9P"	441212	"crd"
"RPAIN"	84268	"ra"
"RPAP1"	26015	"ulc"
"RPAP2"	79871	"ra"
"RPARP-AS1"	100505761	"ulc"
"RPF2"	84154	"grd"
"RPGRIP1"	57096	"shared"
"RPGRIP1L"	23322	"shared"
"RPH3A"	22895	"sjs"
"RPH3AL"	9501	"ulc"
"RPIA"	22934	"ms"
"RPL10A"	4736	"sle"
"RPL10P19"	645960	"shared"
"RPL10P7"	442086	"shared"
"RPL13P2"	128500	"shared"
"RPL23"	9349	"ee"
"RPL23AP1"	6148	"shared"
"RPL26P30"	653147	"ssc"
"RPL32P1"	6163	"shared"
"RPL34-AS1"	285456	"shared"
"RPL5P30"	645160	"shared"
"RPL7AP7"	353013	"ms"
"RPL7P18"	100270852	"ms"
"RPN2"	6185	"pso"
"RPP14"	11102	"shared"
"RPP21"	79897	"shared"
"RPP25"	54913	"shared"
"RPRD1A"	55197	"sle"
"RPS10"	6204	"sle"
"RPS11"	6205	"vit"
"RPS18"	6222	"crd"
"RPS20"	6224	"sle"
"RPS23P10"	100419471	"shared"
"RPS26"	6231	"shared"
"RPS26P8"	644191	"shared"
"RPS3AP34"	100271260	"sle"
"RPS6KA2"	6196	"shared"
"RPS6KA3"	6197	"vit"
"RPS6KA4"	8986	"shared"
"RPS6KB1"	6198	"shared"
"RRAS"	6237	"vit"
"RRAS2"	22800	"shared"
"RRM1"	6240	"shared"
"RRP12"	23223	"ra"
"RRP1B"	23076	"ssc"
"RSL24D1P1"	100129755	"sle"
"RSPH9"	221421	"ulc"
"RSPRY1"	89970	"pso"
"RTEL1"	51750	"shared"
"RTF1"	23168	"shared"
"RTKN2"	219790	"shared"
"RTN2"	6253	"ms"
"RTN4"	57142	"ssc"
"RTN4RL2"	349667	"crd"
"RTP1"	132112	"sle"
"RTP3"	83597	"shared"
"RTTN"	25914	"pso"
"RUFY2"	55680	"crd"
"RUNDC1"	146923	"t1d"
"RUNX1"	861	"pso"
"RUNX2"	860	"ra"
"RUSC1"	23623	"crd"
"RUSC1-AS1"	284618	"crd"
"RUSC2"	9853	"shared"
"RWDD1"	51389	"ulc"
"RXFP2"	122042	"ms"
"RXRB"	6257	"pa"
"RYR2"	6262	"pso"
"RYR3"	6263	"shared"
"S100Z"	170591	"sle"
"S1PR5"	53637	"shared"
"SAE1"	10055	"shared"
"SAMD12"	401474	"vit"
"SAMD3"	154075	"shared"
"SAMD4A"	23034	"crd"
"SAMD4B"	55095	"pso"
"SAMM50"	25813	"shared"
"SAP30BP"	29115	"t1d"
"SAR1B"	51128	"ms"
"SATB2"	23314	"ulc"
"SBF2"	81846	"shared"
"SBK1"	388228	"shared"
"SBNO1"	55206	"ms"
"SBNO2"	22904	"shared"
"SBSPON"	157869	"crd"
"SCAF1"	58506	"vit"
"SCAF11"	9169	"ms"
"SCAF8"	22828	"pso"
"SCAI"	286205	"shared"
"SCAMP2"	10066	"shared"
"SCAMP3"	10067	"crd"
"SCAMP4"	113178	"pso"
"SCAMP5"	192683	"shared"
"SCAP"	22937	"sle"
"SCAPER"	49855	"ced"
"SCARNA6"	677772	"crd"
"SCART1"	619207	"sle"
"SCG3"	29106	"ms"
"SCG5"	6447	"ms"
"SCGN"	10590	"shared"
"SCHIP1"	29970	"ced"
"SCIMP"	388325	"crd"
"SCMH1"	22955	"identical"
"SCML4"	256380	"ra"
"SCN2A"	6326	"pso"
"SCN8A"	6334	"pbc"
"SCNN1D"	6339	"shared"
"SCNN1G"	6340	"ms"
"SCO2"	9997	"ms"
"SCOC-AS1"	100129858	"sle"
"SCP2"	6342	"sle"
"SCPEP1"	59342	"ms"
"SCRN2"	90507	"shared"
"SCTR"	6344	"shared"
"SCUBE1"	80274	"shared"
"SCUBE3"	222663	"sle"
"SDC3"	9672	"ra"
"SDCCAG3"	10807	"shared"
"SDF4"	51150	"shared"
"SDHB"	6390	"shared"
"SDK1"	221935	"shared"
"SDK2"	54549	"crd"
"SDR42E1P5"	100422339	"shared"
"SEC14L1"	6397	"pa"
"SEC14L3"	266629	"ra"
"SEC16A"	9919	"shared"
"SEC1P"	653677	"shared"
"SEC22C"	9117	"ulc"
"SEC24C"	9632	"shared"
"SEC61G"	23480	"sle"
"SEL1L"	6400	"pso"
"SELENOO"	83642	"ms"
"SEMA3A"	10371	"shared"
"SEMA3E"	9723	"sle"
"SEMA3F"	6405	"identical"
"SEMA3G"	56920	"ulc"
"SEMA4B"	10509	"ulc"
"SEMA4D"	10507	"shared"
"SEMA5A"	9037	"shared"
"SEMA6A"	57556	"ced"
"SEMA6D"	80031	"pso"
"SEMA7A"	8482	"ms"
"SENP1"	29843	"ra"
"SENP7"	57337	"crd"
"SEPT1"	1731	"shared"
"SEPT2"	4735	"vit"
"SERBP1"	26135	"shared"
"SERBP1P3"	553148	"shared"
"SERGEF"	26297	"crd"
"SERP1"	27230	"identical"
"SERPINB1"	1992	"vit"
"SERPINB9"	5272	"vit"
"SERPINE2"	5270	"ra"
"SERTAD4-AS1"	574036	"alo"
"SETD1A"	9739	"pso"
"SETMAR"	6419	"crd"
"SETP9"	100129738	"ms"
"SETX"	23064	"ulc"
"SEZ6L2"	26470	"shared"
"SF3B1"	23451	"identical"
"SF3B2"	10992	"ms"
"SFI1"	9814	"ulc"
"SFMBT1"	51460	"shared"
"SFRP4"	6424	"pa"
"SFTA2"	389376	"shared"
"SFXN2"	118980	"ulc"
"SGF29"	112869	"shared"
"SGIP1"	84251	"shared"
"SGK1"	6446	"pso"
"SGMS1"	259230	"shared"
"SGSH"	6448	"pso"
"SGSM1"	129049	"ced"
"SGSM2"	9905	"ms"
"SH2B1"	25970	"shared"
"SH2B3"	10019	"as"
"SH2D3C"	10044	"ra"
"SH3BP2"	6452	"shared"
"SH3D19"	152503	"shared"
"SH3GL3"	6457	"shared"
"SH3KBP1"	30011	"shared"
"SH3PXD2A"	9644	"shared"
"SH3PXD2B"	285590	"ra"
"SH3RF1"	57630	"vit"
"SH3RF3"	344558	"crd"
"SH3TC2"	79628	"pso"
"SH3YL1"	26751	"crd"
"SHANK1"	50944	"pso"
"SHANK2"	22941	"pso"
"SHARPIN"	81858	"pso"
"SHC2"	25759	"ra"
"SHCBP1"	79801	"pso"
"SHE"	126669	"shared"
"SHMT1"	6470	"ms"
"SHROOM2"	357	"ms"
"SHROOM3"	57619	"shared"
"SHTN1"	57698	"identical"
"SIDT1"	54847	"ms"
"SIK3"	23387	"sle"
"SIM2"	6493	"sle"
"SIPA1"	6494	"pso"
"SIPA1L1"	26037	"pso"
"SIPA1L3"	23094	"ms"
"SIRPB1"	10326	"t1d"
"SIRPG-AS1"	101929010	"t1d"
"SIRT1"	23411	"pso"
"SIRT5"	23408	"pso"
"SKAP2"	8935	"shared"
"SKI"	6497	"identical"
"SKIV2L"	6499	"shared"
"SKP1"	6500	"ms"
"SLA"	6503	"vit"
"SLAIN2"	57606	"crd"
"SLAMF7"	57823	"ms"
"SLC10A4"	201780	"crd"
"SLC12A2"	6558	"ra"
"SLC12A5"	57468	"shared"
"SLC12A6"	9990	"as"
"SLC12A9"	56996	"identical"
"SLC13A3"	64849	"ulc"
"SLC15A1"	6564	"shared"
"SLC15A2"	6565	"ms"
"SLC15A4"	121260	"sle"
"SLC16A10"	117247	"crd"
"SLC16A12"	387700	"shared"
"SLC16A5"	9121	"ssc"
"SLC17A4"	10050	"pso"
"SLC17A5"	26503	"as"
"SLC17A7"	57030	"pso"
"SLC1A2"	6506	"ms"
"SLC1A5"	6510	"t1d"
"SLC1A7"	6512	"sle"
"SLC22A20"	440044	"vit"
"SLC22A23"	63027	"shared"
"SLC22A31"	146429	"ms"
"SLC22A4"	6583	"shared"
"SLC22A5"	6584	"shared"
"SLC23A1"	9963	"pso"
"SLC24A1"	9187	"pso"
"SLC24A2"	25769	"as"
"SLC24A3"	57419	"as"
"SLC25A11"	8402	"shared"
"SLC25A12"	8604	"pa"
"SLC25A13"	10165	"shared"
"SLC25A16"	8034	"pso"
"SLC25A17"	10478	"shared"
"SLC25A19"	60386	"shared"
"SLC25A21"	89874	"crd"
"SLC25A24"	29957	"ee"
"SLC25A25"	114789	"shared"
"SLC25A26"	115286	"ulc"
"SLC25A28"	81894	"pso"
"SLC25A33"	84275	"identical"
"SLC25A41"	284427	"vit"
"SLC25A42"	284439	"ra"
"SLC25A51"	92014	"pso"
"SLC26A1"	10861	"shared"
"SLC26A10"	65012	"shared"
"SLC26A11"	284129	"pso"
"SLC26A3"	1811	"ulc"
"SLC26A4-AS1"	286002	"pso"
"SLC26A6"	65010	"identical"
"SLC26A7"	115111	"pso"
"SLC27A6"	28965	"identical"
"SLC29A1"	2030	"identical"
"SLC29A3"	55315	"sle"
"SLC2A3"	6515	"identical"
"SLC2A4RG"	56731	"shared"
"SLC2A9"	56606	"shared"
"SLC30A7"	148867	"shared"
"SLC34A1"	6569	"pa"
"SLC35A1"	10559	"pso"
"SLC35D2"	11046	"ra"
"SLC35E1"	79939	"shared"
"SLC35F1"	222553	"shared"
"SLC35G5"	83650	"sle"
"SLC37A1"	54020	"t1d"
"SLC38A4"	55089	"ra"
"SLC38A6"	145389	"crd"
"SLC38A7"	55238	"ra"
"SLC39A11"	201266	"shared"
"SLC39A12"	221074	"ulc"
"SLC39A13"	91252	"ms"
"SLC39A14"	23516	"t1d"
"SLC39A5"	283375	"pso"
"SLC39A8"	64116	"crd"
"SLC39A9"	55334	"t1d"
"SLC41A3"	54946	"ms"
"SLC43A1"	8501	"crd"
"SLC43A3"	29015	"crd"
"SLC44A2"	57153	"shared"
"SLC44A3-AS1"	101928079	"shared"
"SLC44A4"	80736	"pso"
"SLC45A1"	50651	"vit"
"SLC4A4"	8671	"shared"
"SLC4A7"	9497	"ssc"
"SLC51A"	200931	"pso"
"SLC5A10"	125206	"pso"
"SLC5A5"	6528	"shared"
"SLC6A16"	28968	"ms"
"SLC7A4"	6545	"ee"
"SLC8A1"	6546	"shared"
"SLC9A2"	6549	"ced"
"SLC9A3"	6550	"ulc"
"SLC9A3R2"	9351	"ms"
"SLC9A4"	389015	"shared"
"SLC9A7"	84679	"sle"
"SLC9A8"	23315	"shared"
"SLC9B1"	150159	"ms"
"SLCO2B1"	11309	"shared"
"SLF2"	55719	"shared"
"SLFN12L"	100506736	"pso"
"SLFNL1-AS1"	100507178	"identical"
"SLIT1"	6585	"sle"
"SLIT2"	9353	"shared"
"SLMAP"	7871	"pso"
"SLX4"	84464	"pso"
"SMAD2"	4087	"jia"
"SMAD3"	4088	"identical"
"SMAP2"	64744	"shared"
"SMARCA1"	6594	"shared"
"SMARCA2"	6595	"shared"
"SMARCA4"	6597	"shared"
"SMARCC1"	6599	"ms"
"SMARCD2"	6603	"sle"
"SMARCE1"	6605	"t1d"
"SMCR8"	140775	"ms"
"SMG1P5"	595101	"shared"
"SMG1P6"	100422558	"ms"
"SMG6"	23293	"shared"
"SMG7"	9887	"shared"
"SMG7-AS1"	284649	"sle"
"SMG9"	56006	"pso"
"SMIM25"	100506115	"ulc"
"SMOC2"	64094	"shared"
"SMPD2"	6610	"as"
"SMPD3"	55512	"identical"
"SMPDL3A"	10924	"sle"
"SMPDL3B"	27293	"jia"
"SMTN"	6525	"sle"
"SMTNL1"	219537	"crd"
"SMURF1"	57154	"identical"
"SMURF2P1"	107133516	"pbc"
"SMYD2"	56950	"crd"
"SMYD3"	64754	"shared"
