79872	25962
79872	29890
79872	23091
8200	92
8200	657
8200	659
2070	472
2070	1602
2070	4683
2070	2139
2070	10524
2070	2140
100134934	7520
51230	23269
51230	284058
51230	3054
51230	4149
51230	84148
51230	54934
55333	92
389170	2186
4149	8295
4149	1387
4149	83746
4149	2033
4149	84148
4149	10524
4149	2672
4149	10919
4149	3054
4149	4087
4149	4088
4149	23269
4149	284058
2103	8648
2103	9611
2103	9612
2103	5460
59	4853
59	1387
59	2033
59	8850
59	221692
59	3516
59	4855
59	10046
59	9749
59	84441
2117	9612
2117	10014
122953	10123
8269	3054
8269	8270
161882	57459
161882	8850
161882	861
161882	1108
161882	58508
161882	9739
161882	2033
161882	2626
161882	27327
161882	192670
161882	55170
161882	8085
161882	23414
2139	472
2139	1602
2139	4683
2139	10524
2139	117154
2139	2140
2140	472
2140	1602
2140	4683
2140	7008
2140	10524
92	4087
92	4088
92	9765
92	657
92	659
8289	6599
8289	58508
8289	1387
8289	10847
8289	2033
8289	8850
8289	6595
8289	861
8289	8085
8289	3054
8289	8815
8289	6605
8289	9274
8289	55193
8289	6603
8289	6597
8289	8110
2145	26147
2145	1912
2145	1911
2145	57332
2145	23512
2145	2146
2145	3720
2145	171023
2145	7403
2145	79823
2145	121536
2145	80012
2145	23090
2146	57459
2146	142
2146	57504
2146	472
2146	8850
2146	1108
2146	58508
2146	9425
2146	1387
2146	9611
2146	26147
2146	10014
2146	1912
2146	1911
2146	1959
2146	2033
2146	51564
2146	23411
2146	5460
2146	57332
2146	8085
2146	5978
2146	23512
2146	2626
2146	3720
2146	3198
2146	192670
2146	5252
2146	23054
2146	171023
2146	7403
2146	79823
2146	27327
2146	121536
2146	5927
2146	6597
2146	5087
2146	64754
2146	80012
2146	54790
8295	27097
8295	10847
8295	8850
8295	10629
8295	55689
8295	112869
8295	10933
8295	10524
8295	79819
8295	57634
8295	6597
8295	84148
8295	6314
4199	8648
4199	1374
4199	1387
4199	10062
4199	2033
4199	10499
4199	23054
4199	80205
4205	8850
4205	1387
4205	10014
4205	2033
4205	51564
4205	2626
4205	56731
4205	6938
6257	8648
6257	1387
6257	9611
6257	9612
6257	10062
6257	2033
6257	10499
57459	51564
57459	10014
57459	8932
57459	1912
57459	8099
57459	2033
57459	57332
57459	5978
57459	23512
57459	1108
57459	27154
57459	10919
57459	51105
57459	57504
57459	80012
57459	1911
51317	57504
51317	472
51317	1108
51317	91419
51317	10014
51317	4437
51317	10629
51317	10933
51317	55869
51317	7520
51317	55758
51317	7518
2175	545
2175	580
2175	91442
2175	116028
2175	2178
2175	2176
2175	84464
2175	80198
2175	7398
2175	2189
2175	55120
2175	6597
2175	7156
2176	545
2176	580
2176	91442
2176	2178
2176	84464
2176	80198
2176	7398
2176	2189
2176	55120
2176	7156
2178	545
2178	580
2178	91442
2178	84464
2178	80198
2178	7398
2178	2189
2178	55120
2178	7156
2186	8356
2186	8362
2186	57634
2186	9611
2186	9739
2186	10042
2186	6599
2186	10847
2186	51742
2186	6595
2186	55023
2186	54904
2186	54014
2186	11177
2186	6594
2186	6603
2186	6597
80012	57504
80012	580
80012	861
80012	1108
80012	9577
80012	10014
80012	1912
80012	1911
80012	51564
80012	27327
80012	192670
80012	79184
80012	5978
80012	57332
80012	23512
80012	171023
80012	7341
80012	121536
80012	7867
80012	6613
51341	9611
51341	54880
142	23411
142	51426
142	8554
142	4087
142	1387
142	2033
142	10714
142	8850
142	4683
142	472
142	2237
142	4088
142	7507
142	7520
142	7341
142	6597
142	6613
2189	545
2189	580
2189	91442
2189	84464
2189	80198
2189	7398
2189	55120
2189	7156
57491	1543
51347	472
57496	221692
192670	8850
192670	861
192670	58508
192670	1387
192670	9739
192670	10046
192670	1912
192670	1911
192670	2033
192670	84441
192670	27327
192670	3516
192670	4853
192670	4854
192670	57332
192670	8085
192670	23512
192670	55170
192670	4855
192670	7867
57504	51564
57504	23411
57504	10014
57504	8932
57504	1912
57504	57332
57504	10629
57504	5978
57504	23512
57504	10933
57504	1108
57504	55869
57504	10919
57504	51105
57504	9612
57504	1911
8356	1387
8356	10927
8356	7158
8356	55193
8356	10771
8356	8110
8356	8362
8362	23411
8362	1387
8362	2033
8362	8850
8362	10524
8362	55869
8362	7158
8362	7468
8362	84148
192683	321
6314	8850
6314	10629
6314	27097
6314	112869
2222	8648
2222	1387
2222	1717
2222	2224
2222	23054
2222	10499
2222	80205
2224	1717
84148	57634
84148	8850
84148	23411
84148	23269
84148	284058
84148	55689
84148	3054
84148	112869
84148	10933
84148	10524
84148	27154
84148	54934
10428	124491
10428	10847
2237	472
2237	745
2237	116028
2237	4292
2237	10714
2237	4437
2237	4683
2237	80198
2237	5893
2237	7507
2237	7158
2237	7520
