[221191, 284498, 285600]	3	False	0.6133412597746772
[57419, 26074]	2	False	0.642944406087778
[221322, 51057]	2	False	0.642944406087778
[57484, 132299, 171024]	3	False	0.6133412597746772
[147710, 56971]	2	False	0.642944406087778
[8448, 255043, 83723, 26470, 10326, 79153]	6	False	0.5012467775599669
[57608, 23245]	2	False	0.642944406087778
[57611, 55728]	2	False	0.642944406087778
[57624, 83478, 257160, 55608, 80315]	5	False	0.5280495416237843
[57673, 375748]	2	False	0.642944406087778
[221527, 29125, 55937, 80863, 7916, 7918, 7920, 7940]	8	False	0.40169067362901156
[460, 196500]	2	False	0.642944406087778
[344657, 151827]	2	False	0.642944406087778
[123591, 8943, 51028, 51271, 27072, 51652, 27183, 114792, 5119, 55048, 6253, 55823, 6683, 23339, 23355]	15	False	0.2073209889458859
[819, 23704]	2	False	0.642944406087778
[831, 9258, 1364, 1366, 92291, 10753, 2859, 11132, 11131, 5010, 79660, 137075, 79747]	13	False	0.2936946566191976
[9037, 9508, 157869, 11174, 11173, 170691, 81792, 81794]	8	False	0.18273848017750227
[353134, 353135, 353137, 353142, 353144, 353145, 254910, 1041, 84648, 199834, 54535, 80352, 170679, 6941, 57115]	15	False	0.06363102181709768
[91133, 25914, 79839, 220164]	4	False	0.5556306108151691
[132112, 83597, 121275, 343171, 81285, 7932, 221035]	7	False	0.3552500861652049
[353345, 266977]	2	False	0.642944406087778
[91252, 148867, 127495, 201266, 283375, 29957, 55240, 55334, 64116, 23516, 89874, 221074]	12	False	0.22294857269114898
[58496, 25923, 1368, 10666, 257194, 503542, 4045, 4277, 152330, 4978, 5067, 349667, 161357, 79465, 5793, 5817, 22854, 22914, 80328, 154064, 80740, 80741, 100507436, 57142]	24	False	0.0023761855494646156
[1369, 10160, 150465, 347733, 79861, 6905, 6904, 400954]	8	False	0.38414999065816346
[25961, 285605]	2	False	0.642944406087778
[9645, 84953]	2	False	0.642944406087778
[1521, 3700]	2	False	0.642944406087778
[9806, 4325]	2	False	0.642944406087778
[157285, 56941]	2	False	0.642944406087778
[157310, 153745]	2	False	0.642944406087778
[9884, 51326, 100506084]	3	False	0.6133412597746772
[9905, 79066]	2	False	0.642944406087778
[1755, 162967]	2	False	0.642944406087778
[9976, 51348]	2	False	0.642944406087778
[10066, 84679]	2	False	0.642944406087778
[10100, 128338, 79961]	3	False	0.6133412597746772
[51078, 51281]	2	False	0.642944406087778
[83872, 158326]	2	False	0.642944406087778
[2078, 7113]	2	False	0.642944406087778
[84074, 54870]	2	False	0.642944406087778
[84077, 133491]	2	False	0.642944406087778
[10367, 221154]	2	False	0.642944406087778
[10384, 11118, 11119]	3	False	0.5837852235298487
[10446, 79442, 55227, 80309]	4	False	0.5837852235298487
[84226, 64838]	2	False	0.642944406087778
[125206, 644815]	2	False	0.642944406087778
[84274, 93058, 80219, 57017]	4	False	0.5258329737407148
[84276, 79096, 55296, 80129]	4	False	0.5837852235298487
[84320, 4836]	2	False	0.642944406087778
[256380, 11046, 167465, 195828]	4	False	0.5545344652948465
[92689, 80008]	2	False	0.642944406087778
[84529, 388649]	2	False	0.642944406087778
[84632, 338811]	2	False	0.642944406087778
[27351, 339965]	2	False	0.642944406087778
[84897, 283337]	2	False	0.642944406087778
[60468, 5205]	2	False	0.642944406087778
[126147, 54549]	2	False	0.642944406087778
[151790, 79740]	2	False	0.642944406087778
[29103, 63027]	2	False	0.642944406087778
[619208, 100507607]	2	False	0.642944406087778
[160857, 144811]	2	False	0.642944406087778
[55095, 23034]	2	False	0.642944406087778
[79676, 55239, 23457]	3	False	0.6133412597746772
[79724, 23268]	2	False	0.642944406087778
[79750, 23366]	2	False	0.642944406087778
[23042, 55861]	2	False	0.642944406087778
[23174, 100506581]	2	False	0.642944406087778
